Type of Traveler,Route Point,Airport Code,Trips,Source Row Number,Row ID,Passenger Email,Purchase Date,Travel Date,Passenger ID,Airline,Ticket Price,Route,Ticket Type,Person,Person-1,Ticket Price-1,Airport Code-1,Airport Name,Latitude,Longitude
Frequent,Origin,DFW,12,1144,6098,schance@vizpainter.com,2021/9/9,2021/9/26,SV-20365,United,174,DFW-SEA,Economy,Shaun Chance,Shaun Chance,184.583333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SEA,12,1144,6098,schance@vizpainter.com,2021/9/9,2021/9/26,SV-20365,United,174,DFW-SEA,Economy,Shaun Chance,Shaun Chance,184.583333333,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Infrequent,Origin,DFW,1,1145,5758,bthompson@vizpainter.com,2019/7/21,2019/8/16,BW-11065,United,263,DFW-MCO,Economy,Brian Thompson,Brian Thompson,263,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,MCO,1,1145,5758,bthompson@vizpainter.com,2019/7/21,2019/8/16,BW-11065,United,263,DFW-MCO,Economy,Brian Thompson,Brian Thompson,263,MCO,Orlando International Airport,28.42939949,-81.30899811
Frequent,Origin,DFW,12,1146,3120,jlebron@vizpainter.com,2019/4/26,2019/6/12,JE-15610,American,291,DFW-SAN,Economy,Jack Lebron,Jack Lebron,190,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SAN,12,1146,3120,jlebron@vizpainter.com,2019/4/26,2019/6/12,JE-15610,American,291,DFW-SAN,Economy,Jack Lebron,Jack Lebron,190,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,10,1147,326,dpowers@vizpainter.com,2021/8/23,2021/11/4,DJ-13510,Delta,429,DFW-MCO,Business,Darren Powers,Darren Powers,222.1,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,MCO,10,1147,326,dpowers@vizpainter.com,2021/8/23,2021/11/4,DJ-13510,Delta,429,DFW-MCO,Business,Darren Powers,Darren Powers,222.1,MCO,Orlando International Airport,28.42939949,-81.30899811
Infrequent,Origin,DFW,3,1148,8578,cdemoss@vizpainter.com,2021/12/14,2021/12/26,CM-12190,United,239,DFW-ELP,Economy,Christina DeMoss,Christina DeMoss,154.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,ELP,3,1148,8578,cdemoss@vizpainter.com,2021/12/14,2021/12/26,CM-12190,United,239,DFW-ELP,Economy,Christina DeMoss,Christina DeMoss,154.333333333,ELP,El Paso International Airport,31.80719948,-106.3779984
Casual,Origin,DFW,9,1149,222,hwasserman@vizpainter.com,2019/12/16,2019/12/27,JB-15925,AA,74,DFW-SEA,Economy,Helen Wasserman,Helen Wasserman,169.777777778,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,9,1149,222,hwasserman@vizpainter.com,2019/12/16,2019/12/27,JB-15925,AA,74,DFW-SEA,Economy,Helen Wasserman,Helen Wasserman,169.777777778,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,6,1150,8161,hlopez@vizpainter.com,2020/2/2,2020/2/20,JD-15790,American Airlines,620,DFW-SLC,1st Class,Hunter Lopez,Hunter Lopez,250.833333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SLC,6,1150,8161,hlopez@vizpainter.com,2020/2/2,2020/2/20,JD-15790,American Airlines,620,DFW-SLC,1st Class,Hunter Lopez,Hunter Lopez,250.833333333,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Infrequent,Origin,DFW,3,1151,36,fhopkins@vizpainter.com,2020/11/9,2020/12/9,GH-14485,American (AA),293,DFW-SAN,Business,Fred Hopkins,Fred Hopkins,196.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SAN,3,1151,36,fhopkins@vizpainter.com,2020/11/9,2020/12/9,GH-14485,American (AA),293,DFW-SAN,Business,Fred Hopkins,Fred Hopkins,196.333333333,SAN,San Diego International Airport,32.73360062,-117.1900024
Infrequent,Origin,DFW,3,1152,9009,mellison@vizpainter.com,2021/10/23,2021/11/18,NB-18655,United,376,DFW-MCO,Business,Michelle Ellison,Michelle Ellison,308.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,MCO,3,1152,9009,mellison@vizpainter.com,2021/10/23,2021/11/18,NB-18655,United,376,DFW-MCO,Business,Michelle Ellison,Michelle Ellison,308.333333333,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,9,1153,1190,bderr@vizpainter.com,2021/1/26,2021/2/28,BT-11530,Delta,167,DFW-SAN,Economy,Brian Derr,Brian Derr,186.888888889,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,9,1153,1190,bderr@vizpainter.com,2021/1/26,2021/2/28,BT-11530,Delta,167,DFW-SAN,Economy,Brian Derr,Brian Derr,186.888888889,SAN,San Diego International Airport,32.73360062,-117.1900024
Infrequent,Origin,DFW,3,1154,6555,lworkman@vizpainter.com,2018/9/25,2018/10/22,LS-16975,United,266,DFW-JFK,Economy,Laurel Workman,Laurel Workman,185.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,JFK,3,1154,6555,lworkman@vizpainter.com,2018/9/25,2018/10/22,LS-16975,United,266,DFW-JFK,Economy,Laurel Workman,Laurel Workman,185.333333333,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,9,1155,3566,gzrebassa@vizpainter.com,2020/6/8,2020/7/6,GT-14755,Delta,170,DFW-BUR,Business,George Zrebassa,George Zrebassa,146.666666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,BUR,9,1155,3566,gzrebassa@vizpainter.com,2020/6/8,2020/7/6,GT-14755,Delta,170,DFW-BUR,Business,George Zrebassa,George Zrebassa,146.666666667,BUR,Bob Hope Airport,34.20069885,-118.3590012
Frequent,Origin,DFW,14,1156,9508,pbreyer@vizpainter.com,2018/3/22,2018/4/7,RD-19900,AA,215,DFW-SEA,Economy,Phillip Breyer,Phillip Breyer,153.785714286,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SEA,14,1156,9508,pbreyer@vizpainter.com,2018/3/22,2018/4/7,RD-19900,AA,215,DFW-SEA,Economy,Phillip Breyer,Phillip Breyer,153.785714286,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,15,1157,5348,rcollins@vizpainter.com,2021/3/4,2021/3/23,SC-20725,American,52,DFW-SEA,Economy,Roy Collins,Roy Collins,142.133333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SEA,15,1157,5348,rcollins@vizpainter.com,2021/3/4,2021/3/23,SC-20725,American,52,DFW-SEA,Economy,Roy Collins,Roy Collins,142.133333333,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Infrequent,Origin,DFW,2,1158,4271,szeldin@vizpainter.com,2019/7/29,2019/11/30,SH-20635,Delta,598,DFW-MCO,1st Class,Sam Zeldin,Sam Zeldin,343,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,MCO,2,1158,4271,szeldin@vizpainter.com,2019/7/29,2019/11/30,SH-20635,Delta,598,DFW-MCO,1st Class,Sam Zeldin,Sam Zeldin,343,MCO,Orlando International Airport,28.42939949,-81.30899811
Infrequent,Origin,DFW,1,1159,8226,rdartt@vizpainter.com,2021/7/13,2021/11/4,SF-20065,United,264,DFW-COS,Business,Ruben Dartt,Ruben Dartt,264,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,COS,1,1159,8226,rdartt@vizpainter.com,2021/7/13,2021/11/4,SF-20065,United,264,DFW-COS,Business,Ruben Dartt,Ruben Dartt,264,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,7,1160,8479,tseio@vizpainter.com,2021/10/1,2021/12/24,TT-21460,Delta,96,DFW-CMH,Economy,Thomas Seio,Thomas Seio,159.571428571,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,CMH,7,1160,8479,tseio@vizpainter.com,2021/10/1,2021/12/24,TT-21460,Delta,96,DFW-CMH,Economy,Thomas Seio,Thomas Seio,159.571428571,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Infrequent,Origin,DFW,3,1161,8845,bnorvell@vizpainter.com,2021/11/30,2021/12/23,BP-11290,Delta,141,DFW-SEA,Business,Brad Norvell,Brad Norvell,168.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SEA,3,1161,8845,bnorvell@vizpainter.com,2021/11/30,2021/12/23,BP-11290,Delta,141,DFW-SEA,Business,Brad Norvell,Brad Norvell,168.333333333,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,13,1162,2232,creiten@vizpainter.com,2021/5/6,2021/7/1,DB-13405,Delta,208,DFW-MCO,Economy,Cyra Reiten,Cyra Reiten,151.769230769,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,MCO,13,1162,2232,creiten@vizpainter.com,2021/5/6,2021/7/1,DB-13405,Delta,208,DFW-MCO,Economy,Cyra Reiten,Cyra Reiten,151.769230769,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,7,1163,1655,cglotzbach@vizpainter.com,2021/8/23,2021/11/21,CD-12280,Delta,178,DFW-BUR,Economy,Catherine Glotzbach,Catherine Glotzbach,171.142857143,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,BUR,7,1163,1655,cglotzbach@vizpainter.com,2021/8/23,2021/11/21,CD-12280,Delta,178,DFW-BUR,Economy,Catherine Glotzbach,Catherine Glotzbach,171.142857143,BUR,Bob Hope Airport,34.20069885,-118.3590012
Infrequent,Origin,DFW,2,1164,7151,schristensen@vizpainter.com,2021/12/10,2021/12/26,SR-20425,United,614,DFW-SLC,1st Class,Sean Christensen,Sean Christensen,469.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SLC,2,1164,7151,schristensen@vizpainter.com,2021/12/10,2021/12/26,SR-20425,United,614,DFW-SLC,1st Class,Sean Christensen,Sean Christensen,469.5,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Casual,Origin,DFW,6,1165,9437,beplett@vizpainter.com,2019/8/5,2019/9/25,BM-11785,American Airlines,269,DFW-SEA,Business,Bill Eplett,Bill Eplett,134.833333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,6,1165,9437,beplett@vizpainter.com,2019/8/5,2019/9/25,BM-11785,American Airlines,269,DFW-SEA,Business,Bill Eplett,Bill Eplett,134.833333333,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,9,1166,8385,asdfa,2020/10/15,2020/11/28,CD-12790,United,184,DFW-COS,Business,Cathy Armstrong,Cathy Armstrong,123.222222222,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,COS,9,1166,8385,asdfa,2020/10/15,2020/11/28,CD-12790,United,184,DFW-COS,Business,Cathy Armstrong,Cathy Armstrong,123.222222222,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Infrequent,Origin,DFW,4,1167,1340,cselesnick@vizpainter.com,2020/12/7,2021/4/2,CM-12115,United,191,DFW-COS,Economy,Chris Selesnick,Chris Selesnick,146.25,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,COS,4,1167,1340,cselesnick@vizpainter.com,2020/12/7,2021/4/2,CM-12115,United,191,DFW-COS,Economy,Chris Selesnick,Chris Selesnick,146.25,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Casual,Origin,DFW,5,1168,2714,kcollister@vizpainter.com,2018/2/16,2018/4/29,LC-16885,American,167,DFW-SAN,Economy,Kelly Collister,Kelly Collister,191.8,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,5,1168,2714,kcollister@vizpainter.com,2018/2/16,2018/4/29,LC-16885,American,167,DFW-SAN,Economy,Kelly Collister,Kelly Collister,191.8,SAN,San Diego International Airport,32.73360062,-117.1900024
Casual,Origin,DFW,6,1169,1496,hlopez@vizpainter.com,2021/8/2,2021/9/8,JD-15790,United,212,DFW-CMH,Business,Hunter Lopez,Hunter Lopez,250.833333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,CMH,6,1169,1496,hlopez@vizpainter.com,2021/8/2,2021/9/8,JD-15790,United,212,DFW-CMH,Business,Hunter Lopez,Hunter Lopez,250.833333333,CMH,Port Columbus International Airport,39.9980011,-82.89189911
Infrequent,Origin,DFW,2,1170,8882,acox@vizpainter.com,2020/3/17,2020/7/3,AH-10120,AA,322,DFW-HIO,Economy,Amy Cox,Amy Cox,223,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,HIO,2,1170,8882,acox@vizpainter.com,2020/3/17,2020/7/3,AH-10120,AA,322,DFW-HIO,Economy,Amy Cox,Amy Cox,223,HIO,Portland Hillsboro Airport,45.540401,-122.949997
Casual,Origin,DFW,7,1171,2868,agrove@vizpainter.com,2020/9/16,2020/11/12,AF-10885,United,109,DFW-DSM,Economy,Alejandro Grove,Alejandro Grove,131.857142857,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,DSM,7,1171,2868,agrove@vizpainter.com,2020/9/16,2020/11/12,AF-10885,United,109,DFW-DSM,Economy,Alejandro Grove,Alejandro Grove,131.857142857,DSM,Des Moines International Airport,41.5340004,-93.6631012
Infrequent,Origin,DFW,3,1172,9897,jlee@vizpainter.com,2018/5/13,2018/6/20,JF-15415,American (AA),212,DFW-COS,Business,Janet Lee,Janet Lee,243.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,COS,3,1172,9897,jlee@vizpainter.com,2018/5/13,2018/6/20,JF-15415,American (AA),212,DFW-COS,Business,Janet Lee,Janet Lee,243.333333333,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Infrequent,Origin,DFW,4,1173,6052,tcoyne@vizpainter.com,2019/4/14,2019/4/30,TS-21655,United,283,DFW-GRB,Economy,Theresa Coyne,Theresa Coyne,261.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,GRB,4,1173,6052,tcoyne@vizpainter.com,2019/4/14,2019/4/30,TS-21655,United,283,DFW-GRB,Economy,Theresa Coyne,Theresa Coyne,261.5,GRB,Austin Straubel International Airport,44.48509979,-88.12960052
Infrequent,Origin,DFW,2,1174,6912,ephan@vizpainter.com,2021/6/27,2021/8/5,EM-13960,Delta,344,DFW-JFK,Economy,Emily Phan,Emily Phan,229,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,JFK,2,1174,6912,ephan@vizpainter.com,2021/6/27,2021/8/5,EM-13960,Delta,344,DFW-JFK,Economy,Emily Phan,Emily Phan,229,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Casual,Origin,DFW,7,1175,2567,rapplegate@vizpainter.com,2021/8/16,2021/11/3,SF-20200,Delta,145,DFW-SEA,Economy,Russell Applegate,Russell Applegate,147.428571429,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SEA,7,1175,2567,rapplegate@vizpainter.com,2021/8/16,2021/11/3,SF-20200,Delta,145,DFW-SEA,Economy,Russell Applegate,Russell Applegate,147.428571429,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Casual,Origin,DFW,8,1176,1708,jjackson@vizpainter.com,2021/10/15,2021/11/5,JK-15205,United,269,DFW-SAN,Economy,Jennifer Jackson,Jennifer Jackson,172.875,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,8,1176,1708,jjackson@vizpainter.com,2021/10/15,2021/11/5,JK-15205,United,269,DFW-SAN,Economy,Jennifer Jackson,Jennifer Jackson,172.875,SAN,San Diego International Airport,32.73360062,-117.1900024
Infrequent,Origin,DFW,2,1177,9608,bpeterman@vizpainter.com,2021/10/3,2021/12/8,BF-11080,United,139,DFW-COS,Economy,Ben Peterman,Ben Peterman,122.5,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,COS,2,1177,9608,bpeterman@vizpainter.com,2021/10/3,2021/12/8,BF-11080,United,139,DFW-COS,Economy,Ben Peterman,Ben Peterman,122.5,COS,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964
Frequent,Origin,DFW,14,1178,1702,mbrown@vizpainter.com,2019/6/2,2019/7/15,ND-18370,United,439,DFW-SLC,Economy,Mick Brown,Mick Brown,180.857142857,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SLC,14,1178,1702,mbrown@vizpainter.com,2019/6/2,2019/7/15,ND-18370,United,439,DFW-SLC,Economy,Mick Brown,Mick Brown,180.857142857,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Frequent,Origin,DFW,12,1179,1060,mmorse@vizpainter.com,2020/11/2,2020/12/1,MG-17650,American Airlines,226,DFW-BUR,Economy,Magdelene Morse,Magdelene Morse,202.333333333,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,BUR,12,1179,1060,mmorse@vizpainter.com,2020/11/2,2020/12/1,MG-17650,American Airlines,226,DFW-BUR,Economy,Magdelene Morse,Magdelene Morse,202.333333333,BUR,Bob Hope Airport,34.20069885,-118.3590012
Casual,Origin,DFW,7,1180,3790,stom@vizpainter.com,2020/3/9,2020/4/21,SW-20350,Delta,118,DFW-BUR,Economy,Shui Tom,Shui Tom,170.428571429,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,BUR,7,1180,3790,stom@vizpainter.com,2020/3/9,2020/4/21,SW-20350,Delta,118,DFW-BUR,Economy,Shui Tom,Shui Tom,170.428571429,BUR,Bob Hope Airport,34.20069885,-118.3590012
Frequent,Origin,DFW,11,1181,4044,aratner@vizpainter.com,2018/10/21,2019/1/2,AJ-10795,Delta,194,DFW-MCO,Economy,Anemone Ratner,Anemone Ratner,139.636363636,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,MCO,11,1181,4044,aratner@vizpainter.com,2018/10/21,2019/1/2,AJ-10795,Delta,194,DFW-MCO,Economy,Anemone Ratner,Anemone Ratner,139.636363636,MCO,Orlando International Airport,28.42939949,-81.30899811
Casual,Origin,DFW,8,1182,6914,jkimmel@vizpainter.com,2019/5/9,2019/6/16,JH-15910,United,197,DFW-SAN,Economy,Jay Kimmel,Jay Kimmel,169.125,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SAN,8,1182,6914,jkimmel@vizpainter.com,2019/5/9,2019/6/16,JH-15910,United,197,DFW-SAN,Economy,Jay Kimmel,Jay Kimmel,169.125,SAN,San Diego International Airport,32.73360062,-117.1900024
Frequent,Origin,DFW,14,1183,2061,fpreis@vizpainter.com,2018/7/13,2018/11/4,GG-14650,United,487,DFW-JFK,1st Class,Frank Preis,Frank Preis,159.357142857,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,JFK,14,1183,2061,fpreis@vizpainter.com,2018/7/13,2018/11/4,GG-14650,United,487,DFW-JFK,1st Class,Frank Preis,Frank Preis,159.357142857,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
Infrequent,Origin,DFW,3,1184,7345,dvittorini@vizpainter.com,2021/10/27,2021/12/16,DV-13045,United,242,DFW-ELP,Business,Dianna Vittorini,Dianna Vittorini,179.666666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,ELP,3,1184,7345,dvittorini@vizpainter.com,2021/10/27,2021/12/16,DV-13045,United,242,DFW-ELP,Business,Dianna Vittorini,Dianna Vittorini,179.666666667,ELP,El Paso International Airport,31.80719948,-106.3779984
Casual,Origin,DFW,5,1185,770,kdana@vizpainter.com,2020/3/26,2020/5/24,LE-16810,American Airlines,423,DFW-SLC,Economy,Ken Dana,Ken Dana,282.2,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,SLC,5,1185,770,kdana@vizpainter.com,2020/3/26,2020/5/24,LE-16810,American Airlines,423,DFW-SLC,Economy,Ken Dana,Ken Dana,282.2,SLC,Salt Lake City International Airport,40.78839874,-111.9779968
Infrequent,Origin,DFW,3,1186,9251,pryan@vizpainter.com,2020/10/26,2020/12/5,PW-19030,American,438,DFW-SEA,1st Class,Patrick Ryan,Patrick Ryan,247.666666667,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Infrequent,Destination,SEA,3,1186,9251,pryan@vizpainter.com,2020/10/26,2020/12/5,PW-19030,American,438,DFW-SEA,1st Class,Patrick Ryan,Patrick Ryan,247.666666667,SEA,Seattle Tacoma International Airport,47.44900131,-122.3089981
Frequent,Origin,DFW,14,1187,2833,mbrown@vizpainter.com,2018/10/24,2018/11/5,ND-18370,American (AA),397,DFW-SAN,Business,Mick Brown,Mick Brown,180.857142857,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,SAN,14,1187,2833,mbrown@vizpainter.com,2018/10/24,2018/11/5,ND-18370,American (AA),397,DFW-SAN,Business,Mick Brown,Mick Brown,180.857142857,SAN,San Diego International Airport,32.73360062,-117.1900024
Frequent,Origin,DFW,15,1188,3668,sphelps@vizpainter.com,2018/11/20,2018/12/13,TB-21250,Delta,164,DFW-DSM,Economy,Stephanie Phelps,Stephanie Phelps,153.4,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Frequent,Destination,DSM,15,1188,3668,sphelps@vizpainter.com,2018/11/20,2018/12/13,TB-21250,Delta,164,DFW-DSM,Economy,Stephanie Phelps,Stephanie Phelps,153.4,DSM,Des Moines International Airport,41.5340004,-93.6631012
Casual,Origin,DFW,5,1189,9276,cmartinez@vizpainter.com,2020/3/23,2020/5/28,CP-12085,Delta,502,DFW-JFK,Business,Christopher Martinez,Christopher Martinez,288.8,DFW,Dallas Fort Worth International Airport,32.89680099,-97.03800201
Casual,Destination,JFK,5,1189,9276,cmartinez@vizpainter.com,2020/3/23,2020/5/28,CP-12085,Delta,502,DFW-JFK,Business,Christopher Martinez,Christopher Martinez,288.8,JFK,John F Kennedy International Airport,40.63980103,-73.77890015
